S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
10240,15-06-2020,Uttarakhand,1819,684,1111,24
10241,16-06-2020,Uttarakhand,1845,632,1189,24
10242,17-06-2020,Uttarakhand,1942,701,1216,25
10243,18-06-2020,Uttarakhand,2023,743,1254,26
10244,19-06-2020,Uttarakhand,2102,690,1386,26
10245,20-06-2020,Uttarakhand,2177,718,1433,26
10246,21-06-2020,Uttarakhand,2301,824,1450,27
10247,22-06-2020,Uttarakhand,2344,817,1500,27
10248,23-06-2020,Uttarakhand,2402,853,1521,28
10249,24-06-2020,Uttarakhand,2535,903,1602,30
10250,25-06-2020,Uttarakhand,2623,867,1721,35
10251,26-06-2020,Uttarakhand,2691,897,1758,36
10252,27-06-2020,Uttarakhand,2725,866,1822,37
10253,28-06-2020,Uttarakhand,2791,842,1912,37
10254,29-06-2020,Uttarakhand,2823,767,2018,38
10255,30-06-2020,Uttarakhand,2831,681,2111,39
10256,01-07-2020,Uttarakhand,2881,609,2231,41
10257,02-07-2020,Uttarakhand,2947,589,2317,41
10258,03-07-2020,Uttarakhand,2984,537,2405,42
10259,04-07-2020,Uttarakhand,3048,525,2481,42
10260,05-07-2020,Uttarakhand,3093,549,2502,42
10261,06-07-2020,Uttarakhand,3124,558,2524,42
10262,07-07-2020,Uttarakhand,3161,533,2586,42
10263,08-07-2020,Uttarakhand,3230,566,2621,43
10264,09-07-2020,Uttarakhand,3258,562,2650,46
10265,10-07-2020,Uttarakhand,3305,587,2672,46
10266,11-07-2020,Uttarakhand,3373,621,2706,46
10267,12-07-2020,Uttarakhand,3417,653,2718,46
10268,13-07-2020,Uttarakhand,3537,704,2786,47
10269,14-07-2020,Uttarakhand,3608,703,2856,49
10270,15-07-2020,Uttarakhand,3686,769,2867,50
10271,16-07-2020,Uttarakhand,3785,787,2948,50
10272,17-07-2020,Uttarakhand,3982,937,2995,50
10273,18-07-2020,Uttarakhand,4102,1030,3021,51
10274,19-07-2020,Uttarakhand,4276,1143,3081,52
10275,20-07-2020,Uttarakhand,4515,1347,3116,52
10276,21-07-2020,Uttarakhand,4642,1375,3212,55
10277,22-07-2020,Uttarakhand,4849,1497,3297,55
10278,23-07-2020,Uttarakhand,5300,1894,3349,57
10279,24-07-2020,Uttarakhand,5445,1986,3399,60
10280,25-07-2020,Uttarakhand,5445,1986,3399,60
10281,26-07-2020,Uttarakhand,5961,2403,3495,63
10282,27-07-2020,Uttarakhand,6104,2475,3566,63
10283,28-07-2020,Uttarakhand,6328,2587,3675,66
10284,29-07-2020,Uttarakhand,6587,2797,3720,70
10285,30-07-2020,Uttarakhand,6866,2983,3811,72
10286,31-07-2020,Uttarakhand,7065,2993,3996,76
10287,01-08-2020,Uttarakhand,7183,2935,4168,80
10288,02-08-2020,Uttarakhand,7447,3034,4330,83
10289,03-08-2020,Uttarakhand,7593,3070,4437,86
10290,04-08-2020,Uttarakhand,7800,3172,4538,90
10291,05-08-2020,Uttarakhand,8008,3066,4847,95
10292,06-08-2020,Uttarakhand,8254,2923,5233,98
10293,07-08-2020,Uttarakhand,8552,3027,5427,98
10294,08-08-2020,Uttarakhand,8901,3058,5731,112
10295,09-08-2020,Uttarakhand,9402,3322,5963,117
10296,10-08-2020,Uttarakhand,9632,3373,6134,125
10297,11-08-2020,Uttarakhand,10021,3586,6301,134
10298,12-08-2020,Uttarakhand,10432,3826,6470,136
10299,13-08-2020,Uttarakhand,10886,4059,6687,140
10300,14-08-2020,Uttarakhand,11302,4145,7014,143
10301,15-08-2020,Uttarakhand,11615,3966,7502,147
10302,16-08-2020,Uttarakhand,11940,4041,7748,151
10303,17-08-2020,Uttarakhand,12175,3923,8100,152
10304,18-08-2020,Uttarakhand,12493,3850,8485,158
10305,19-08-2020,Uttarakhand,12961,4073,8724,164
10306,20-08-2020,Uttarakhand,13225,3915,9132,178
10307,21-08-2020,Uttarakhand,13636,4016,9433,187
10308,22-08-2020,Uttarakhand,14083,4215,9676,192
10309,23-08-2020,Uttarakhand,14566,4350,10021,195
10310,24-08-2020,Uttarakhand,15124,4444,10480,200
10311,25-08-2020,Uttarakhand,15529,4410,10912,207
10312,26-08-2020,Uttarakhand,16014,4600,11201,213
10313,27-08-2020,Uttarakhand,16549,4806,11524,219
10314,28-08-2020,Uttarakhand,17277,5274,11775,228
10315,29-08-2020,Uttarakhand,17865,5502,12124,239
10316,30-08-2020,Uttarakhand,18571,5735,12586,250
10317,31-08-2020,Uttarakhand,19235,5912,13066,257
10318,01-09-2020,Uttarakhand,19827,5908,13650,269
10319,02-09-2020,Uttarakhand,20398,6042,14076,280
10320,03-09-2020,Uttarakhand,21234,6442,14501,291
10321,04-09-2020,Uttarakhand,22180,6871,15009,300
10322,05-09-2020,Uttarakhand,23011,7188,15511,312
10323,06-09-2020,Uttarakhand,23961,7575,16056,330
10324,07-09-2020,Uttarakhand,24629,7640,16648,341
10325,08-09-2020,Uttarakhand,25436,7965,17123,348
10326,09-09-2020,Uttarakhand,26094,8261,17473,360
10327,10-09-2020,Uttarakhand,27211,8577,18262,372
10328,11-09-2020,Uttarakhand,28266,9106,18783,377
10329,12-09-2020,Uttarakhand,29221,9405,19428,388
10330,13-09-2020,Uttarakhand,30336,9781,20153,402
10331,14-09-2020,Uttarakhand,31973,10519,21040,414
10332,15-09-2020,Uttarakhand,33016,10374,22213,429
10333,16-09-2020,Uttarakhand,34407,10739,23230,438
10334,17-09-2020,Uttarakhand,35947,11068,24432,447
10335,18-09-2020,Uttarakhand,37139,11714,24965,460
10336,19-09-2020,Uttarakhand,38007,11293,26250,464
10337,20-09-2020,Uttarakhand,40085,12465,27142,478
10338,21-09-2020,Uttarakhand,40963,12455,28017,491
10339,22-09-2020,Uttarakhand,41777,12075,29201,501
10340,23-09-2020,Uttarakhand,42651,11831,30308,512
10341,24-09-2020,Uttarakhand,43720,11867,31324,529
10342,25-09-2020,Uttarakhand,44404,11507,32355,542
10343,26-09-2020,Uttarakhand,45332,10934,33843,555
10344,27-09-2020,Uttarakhand,46281,10856,34859,566
10345,28-09-2020,Uttarakhand,47045,10799,35672,574
10346,29-09-2020,Uttarakhand,47502,10066,36856,580
10347,30-09-2020,Uttarakhand,47995,9122,38282,591
10348,01-10-2020,Uttarakhand,49000,9111,39278,611
10349,02-10-2020,Uttarakhand,49248,8544,40079,625
10350,03-10-2020,Uttarakhand,49559,8504,40419,636
10351,04-10-2020,Uttarakhand,50062,8076,41338,648
10352,05-10-2020,Uttarakhand,51481,9089,41740,652
10353,06-10-2020,Uttarakhand,51991,8701,42621,669
10354,07-10-2020,Uttarakhand,52329,8414,43238,677
10355,08-10-2020,Uttarakhand,52959,8367,43904,688
10356,09-10-2020,Uttarakhand,53359,7849,44808,702
10357,10-10-2020,Uttarakhand,54063,7289,46058,716
10358,11-10-2020,Uttarakhand,54525,7321,46470,734
10359,12-10-2020,Uttarakhand,55051,7373,46931,747
10360,13-10-2020,Uttarakhand,55347,6976,47609,762
10361,14-10-2020,Uttarakhand,55641,6576,48283,782
10362,15-10-2020,Uttarakhand,56070,6145,49129,796
10363,16-10-2020,Uttarakhand,56493,5682,49997,814
10364,17-10-2020,Uttarakhand,57042,5692,50521,829
10365,18-10-2020,Uttarakhand,57648,5538,51186,924
10366,19-10-2020,Uttarakhand,58024,5728,51369,927
10367,20-10-2020,Uttarakhand,58360,5527,51900,933
10368,21-10-2020,Uttarakhand,58601,5364,52291,946
10369,22-10-2020,Uttarakhand,59106,5085,53061,960
10370,23-10-2020,Uttarakhand,59508,4897,53643,968
10371,24-10-2020,Uttarakhand,59796,4656,54161,979
10372,25-10-2020,Uttarakhand,60155,4542,54629,984
10373,26-10-2020,Uttarakhand,60376,4425,54958,993
10374,27-10-2020,Uttarakhand,60744,4080,55663,1001
10375,28-10-2020,Uttarakhand,60957,3865,56085,1007
10376,29-10-2020,Uttarakhand,61261,3696,56556,1009
10377,30-10-2020,Uttarakhand,61566,3545,57012,1009
10378,31-10-2020,Uttarakhand,61915,3634,57270,1011
10379,01-11-2020,Uttarakhand,62328,3883,57422,1023
10380,02-11-2020,Uttarakhand,62550,3914,57609,1027
10381,03-11-2020,Uttarakhand,62881,3802,58050,1029
10382,04-11-2020,Uttarakhand,63197,3705,58459,1033
10383,05-11-2020,Uttarakhand,63585,3818,58729,1038
10384,06-11-2020,Uttarakhand,64065,3680,59338,1047
10385,07-11-2020,Uttarakhand,64538,3736,59746,1056
10386,08-11-2020,Uttarakhand,65036,3890,60083,1063
10387,09-11-2020,Uttarakhand,65279,3972,60242,1065
10388,10-11-2020,Uttarakhand,65677,4149,60453,1075
10389,11-11-2020,Uttarakhand,66005,3955,60970,1080
10390,12-11-2020,Uttarakhand,66788,4251,61451,1086
10391,13-11-2020,Uttarakhand,67239,4156,61990,1093
10392,14-11-2020,Uttarakhand,67706,4307,62302,1097
10393,15-11-2020,Uttarakhand,68002,4417,62483,1102
10394,16-11-2020,Uttarakhand,68215,4565,62543,1107
10395,17-11-2020,Uttarakhand,68458,4184,63158,1116
10396,18-11-2020,Uttarakhand,68887,4165,63603,1119
10397,19-11-2020,Uttarakhand,69307,4147,64032,1128
10398,20-11-2020,Uttarakhand,69693,4133,64427,1133
10399,21-11-2020,Uttarakhand,70205,3505,65562,1138
10400,22-11-2020,Uttarakhand,70790,4082,65562,1146
10401,23-11-2020,Uttarakhand,71256,4368,65733,1155
10402,24-11-2020,Uttarakhand,71632,4298,66172,1162
10403,25-11-2020,Uttarakhand,72160,4638,66349,1173
10404,26-11-2020,Uttarakhand,72642,4658,66799,1185
10405,27-11-2020,Uttarakhand,72997,4682,67119,1196
10406,28-11-2020,Uttarakhand,73527,4812,67514,1201
10407,29-11-2020,Uttarakhand,73951,4876,67861,1214
10408,30-11-2020,Uttarakhand,74340,4970,68148,1222
10409,01-12-2020,Uttarakhand,74795,5059,68505,1231
10410,02-12-2020,Uttarakhand,75268,4947,69083,1238
10411,03-12-2020,Uttarakhand,75784,4955,69578,1251
10412,04-12-2020,Uttarakhand,76275,4967,70045,1263
10413,05-12-2020,Uttarakhand,76893,4994,70626,1273
10414,06-12-2020,Uttarakhand,77573,5176,71116,1281
10415,07-12-2020,Uttarakhand,77997,5223,71489,1285
10416,08-12-2020,Uttarakhand,78509,5234,71980,1295
10417,09-12-2020,Uttarakhand,79141,5399,72435,1307
10418,10-12-2020,Uttarakhand,79656,5456,72880,1320
10419,11-12-2020,Uttarakhand,80486,5742,73412,1332
10420,12-12-2020,Uttarakhand,81211,5934,73936,1341
10421,13-12-2020,Uttarakhand,81939,6207,74381,1351
10422,14-12-2020,Uttarakhand,82429,6293,74781,1355
10423,15-12-2020,Uttarakhand,83006,6144,75501,1361
10424,17-12-2020,Uttarakhand,84069,6140,76554,1375
10425,18-12-2020,Uttarakhand,84689,6062,77243,1384
10426,19-12-2020,Uttarakhand,85269,6067,77803,1399
10427,20-12-2020,Uttarakhand,85853,6074,78371,1408
10428,21-12-2020,Uttarakhand,86317,6177,78727,1413
10429,22-12-2020,Uttarakhand,86765,5584,79755,1426
10430,23-12-2020,Uttarakhand,87376,5512,80425,1439
10431,24-12-2020,Uttarakhand,87940,5507,80986,1447
10432,25-12-2020,Uttarakhand,88376,5331,81587,1458
10433,26-12-2020,Uttarakhand,88844,5510,81871,1463
